0.01	0.00177213	0.000738388	0
0.03	0	0.000886066	0
0.05	0	0.000295355	0
0.07	0.0013291	0.00191981	0
0.09	0	0.000886066	0
0.11	0.000886066	0	0
0.13	0	0.000738388	0
0.15	0	0.000443033	0
0.17	0	0.000147678	0
0.19	0	0.00236284	0
0.21	0	0	0
0.23	0	0.00310123	0
0.25	0	0.00354426	0
0.27	0.00339659	0.00103374	0
0.29	0	0.000295355	0
0.31	0	0.0026582	0
0.33	0	0.000147678	0
0.35	0.0013291	0.00251052	0
0.37	0	0.000147678	0
0.39	0.00147678	0.00177213	0
0.41	0	0.000590711	0
0.43	0.00487336	0.000590711	0
0.45	0	0.00118142	0
0.47	0	0.000443033	0
0.49	0	0.00310123	0
0.51	0	0	0
0.53	0.00280588	0.000738388	0
0.55	0	0	0
0.57	0	0.00236284	0
0.59	0.00177213	0.00177213	0
0.61	0	0.000886066	0
0.63	0	0	0
0.65	0	0.00221516	0
0.67	0.00324891	0.000738388	0
0.69	0.00295355	0.000147678	0
0.71	0	0.00236284	0
0.73	0	0	0
0.75	0	0	0
0.77	0	0	0
0.79	0	0.00103374	0
0.81	0.00620246	0.000147678	0
0.83	0	0	0
0.85	0	0.00162445	0
0.87	0	0.00162445	0
0.89	0	0	0
0.91	0	0	0
0.93	0	0.00236284	0
0.95	0	0.000443033	0
0.97	0	0.000590711	0
0.99	0	0.000295355	0
1.01	0	0.000738388	0
1.03	0	0.000886066	0
1.05	0	0.00383962	0
1.07	0	0	0
1.09	0	0	0
1.11	0	0.00191981	0
1.13	0	0	0
1.15	0	0.00103374	0
1.17	0	0.00236284	0
1.19	0	0.000590711	0
1.21	0	0.00147678	0
1.23	0	0.000295355	0
1.25	0	0.000295355	0
1.27	0	0.00354426	0
1.29	0	0.00103374	0
1.31	0	0.000886066	0
1.33	0	0.00310123	0
1.35	0	0.000443033	0
1.37	0	0.0013291	0
1.39	0	0.000443033	0
1.41	0	0.00103374	0
1.43	0	0.00339659	0
1.45	0	0.00147678	0
1.47	0	0.00177213	0
1.49	0	0.000295355	0
1.51	0	0.00162445	0
1.53	0	0.000443033	0
1.55	0	0.00236284	0
1.57	0	0.000147678	0
1.59	0	0.0013291	0
1.61	0	0.00310123	0
1.63	0	0.000295355	0
1.65	0	0.000295355	0
1.67	0	0.000886066	0
1.69	0	0.00147678	0
1.71	0	0.000147678	0
1.73	0	0.000886066	0
1.75	0.00251052	0	0
1.77	0	0.00191981	0
1.79	0.0026582	0.00162445	0
1.81	0.0039873	0	0
1.83	0	0	0
1.85	0	0.000590711	0
1.87	0.0026582	0.000147678	0
1.89	0	0.000295355	0
1.91	0	0.00177213	0
1.93	0	0.000295355	0
1.95	0	0	0
1.97	0	0	0
1.99	0	0.00147678	0
2.01	0.00177213	0.0013291	0
2.03	0	0	0
2.05	0	0.00162445	0
2.07	0	0.000590711	0
2.09	0	0	0
2.11	0.00147678	0.00251052	0
2.13	0	0.000295355	0
2.15	0.00310123	0.0013291	0
2.17	0	0.00295355	0
2.19	0.00177213	0.000147678	0
2.21	0	0.000590711	0
2.23	0	0.00191981	0
2.25	0	0.0026582	0
2.27	0.0026582	0.000590711	0
2.29	0.000886066	0.000886066	0
