16
 
0 P 5.28434484005148253 19.8066375221563682 16.7176819740278937 -1
0 P 6.49987707169034223 21.9778994001854784 16.9587281332268276 -1
0 P 8.61627593466942265 22.250073200174473 15.6561240969286111 -1
0 P 10.596137128202141 20.9285785444771513 14.8920550363675819 -1
0 P 11.9686790142701387 18.8506446480734198 14.6722380825962411 -1
0 P 13.2630429795930649 16.7119051443272966 14.692616021385474 -1
0 P 14.4266107873188112 18.911884684924118 14.9296813663427006 -1
0 P 16.2174959959414728 20.2479168402394194 16.0511751244618068 -1
1 P 72.4998982857682961 8.48323463092315322 25.7943362505303142 1
2 P 9.65886247928579778 71.258127923528221 99.0416528182407063 1
3 P 61.5664784353636563 36.4634018555361124 86.3884685602000815 1
4 P 63.1850447289970774 58.7819005976773354 68.2465249874924922 1
5 P 17.1182861411191851 10.4015198393458963 19.2689239261146241 1
6 P 31.49884081460063 90.8158360090794332 98.1655039160349219 1
7 P 2.18267520357900935 27.1299952428259914 28.2252267827514061 1
8 P 32.3299521053547494 72.5687110112403246 89.4419740980723645 1
