36
 
0 Z 0 0 0 1
1 Z 13.3300000000000001 0 0 1
2 Z 26.6700000000000017 0 0 1
3 Z 0 13.3300000000000001 0 1
4 Z 13.3300000000000001 13.3300000000000001 0 1
5 Z 26.6700000000000017 13.3300000000000001 0 1
6 Z 0 26.6700000000000017 0 1
7 Z 13.3300000000000001 26.6700000000000017 0 1
8 Z 26.6700000000000017 26.6700000000000017 0 1
9 Z 0 0 60 1
10 Z 13.3300000000000001 0 60 1
11 Z 26.6700000000000017 0 60 1
12 Z 0 13.3300000000000001 60 1
13 Z 13.3300000000000001 13.3300000000000001 60 1
14 Z 26.6700000000000017 13.3300000000000001 60 1
15 Z 0 26.6700000000000017 60 1
16 Z 13.3300000000000001 26.6700000000000017 60 1
17 Z 26.6700000000000017 26.6700000000000017 60 1
18 C 24.1903262047586338 33.3863631644165508 42.5875302399323772 -1
19 C 15.3662743128778487 27.0842253125889876 48.8595553516935155 -1
20 C 27.026706178849345 0.107795458532862654 57.7985803250386141 -1
21 C 25.221453468044384 36.3156462829162763 2.92021005641640885 -1
22 C 9.48989746978251958 7.66917209414091872 1.40975658418888994 -1
23 C 19.7420016388753652 4.59048920151144557 50.7159753023193076 -1
24 C 1.78119572034469797 2.83811663549014614 57.5341983970812336 -1
25 C 5.86332607299192432 28.8010432388572681 57.8787542007789853 -1
26 C 16.5740248069775618 12.4973004218391566 32.1967132414034438 -1
27 C 15.1171286467086077 4.86240903558822879 15.7137481509451771 -1
28 C 29.7686268012169393 22.9916310943809705 11.177995243512747 -1
29 C 32.7633833482904464 15.0044957952786575 1.76858655508360929 -1
30 C 6.68498116662220809 23.5479275407955377 7.11140096055499971 -1
31 C 24.3328181579954048 39.0055891753327302 56.05041368254102 -1
32 C 19.4762760969413549 2.85582461191457071 37.5823958699617435 -1
33 C 0.165202719513828811 20.0826571041405835 53.0335283463967428 -1
34 C 3.9861363536363541 7.0233814797038292 46.1988147309613737 -1
35 C 16.0010803497933125 26.143208631116984 2.66974352742164722 -1
